Customer ID,Total_Revenue,Total_Orders,CLV,CLV_Segment
12586.0,2062.67,4,2062.67,High Value
12587.0,144.0,1,144.0,Low Value
12588.0,958.78,4,958.78,High Value
12589.0,4695.66,8,4695.66,VIP
12590.0,9864.26,2,9864.26,VIP
12591.0,1352.15,3,1352.15,High Value
12592.0,2582.66,5,2582.66,VIP
12593.0,418.1,3,418.1,Medium Value
12594.0,5090.110000000001,15,5090.110000000001,VIP
12595.0,299.02,1,299.02,Low Value
12596.0,618.27,2,618.27,Medium Value
12597.0,3811.22,4,3811.22,VIP
12598.0,4534.09,11,4534.09,VIP
12599.0,2296.72,13,2296.72,High Value
12600.0,5043.92,21,5043.92,VIP
12601.0,681.26,6,681.26,Medium Value
12602.0,153.12,1,153.12,Low Value
12603.0,739.1999999999999,1,739.1999999999999,Medium Value
12604.0,254.18,2,254.18,Low Value
12605.0,1232.95,4,1232.95,High Value
12606.0,21.0,1,21.0,Low Value
12607.0,1579.51,1,1579.51,High Value
12608.0,415.79,1,415.79,Medium Value
12609.0,3435.86,9,3435.86,VIP
12610.0,2099.54,5,2099.54,High Value
12611.0,1193.32,1,1193.32,High Value
12612.0,704.04,1,704.04,Medium Value
12613.0,6835.07,10,6835.07,VIP
12614.0,315.6,1,315.6,Low Value
12615.0,5740.9800000000005,8,5740.9800000000005,VIP
12616.0,1131.1,3,1131.1,High Value
12617.0,355.53000000000003,1,355.53000000000003,Medium Value
12618.0,177.31,1,177.31,Low Value
12619.0,3781.38,10,3781.38,VIP
12620.0,1339.41,3,1339.41,High Value
12621.0,24775.81,35,24775.81,VIP
12622.0,180.1,1,180.1,Low Value
12623.0,3747.84,7,3747.84,VIP
12624.0,641.13,2,641.13,Medium Value
12625.0,5164.88,4,5164.88,VIP
12626.0,6620.4800000000005,9,6620.4800000000005,VIP
12627.0,4478.53,7,4478.53,VIP
12628.0,786.46,3,786.46,Medium Value
12629.0,1558.22,2,1558.22,High Value
12630.0,1270.88,2,1270.88,High Value
12631.0,3481.57,6,3481.57,VIP
12632.0,804.88,2,804.88,Medium Value
12633.0,5678.16,7,5678.16,VIP
12634.0,490.0,2,490.0,Medium Value
12635.0,2930.41,4,2930.41,VIP
12636.0,141.0,1,141.0,Low Value
12637.0,8340.31,12,8340.31,VIP
12638.0,921.49,2,921.49,High Value
12639.0,1312.3700000000001,3,1312.3700000000001,High Value
12640.0,1174.58,3,1174.58,High Value
12641.0,185.9,1,185.9,Low Value
12642.0,1013.26,3,1013.26,High Value
12643.0,8350.42,12,8350.42,VIP
12644.0,1918.49,4,1918.49,High Value
12645.0,3539.3,8,3539.3,VIP
12646.0,1346.97,2,1346.97,High Value
12647.0,17924.35,36,17924.35,VIP
12648.0,1112.0,4,1112.0,High Value
12649.0,2294.65,8,2294.65,High Value
12650.0,314.44,1,314.44,Low Value
12651.0,377.75,4,377.75,Medium Value
12652.0,1017.0300000000001,2,1017.0300000000001,High Value
12653.0,4160.83,3,4160.83,VIP
12654.0,601.98,5,601.98,Medium Value
12655.0,261.35,1,261.35,Low Value
12656.0,6407.83,8,6407.83,VIP
12657.0,1643.18,4,1643.18,High Value
12658.0,686.05,1,686.05,Medium Value
12659.0,91.68,1,91.68,Low Value
12660.0,245.10000000000002,1,245.10000000000002,Low Value
12661.0,162.0,1,162.0,Low Value
12662.0,6988.02,20,6988.02,VIP
12663.0,239.4,2,239.4,Low Value
12664.0,6070.04,11,6070.04,VIP
12665.0,313.6,3,313.6,Low Value
12666.0,1248.42,1,1248.42,High Value
12667.0,620.13,1,620.13,Medium Value
12668.0,11444.68,10,11444.68,VIP
12669.0,2744.0299999999997,3,2744.0299999999997,VIP
12670.0,3760.29,7,3760.29,VIP
12671.0,2622.481,1,2622.481,VIP
12672.0,437.05,2,437.05,Medium Value
12673.0,1230.02,3,1230.02,High Value
12674.0,1970.6,4,1970.6,High Value
12675.0,958.5,2,958.5,High Value
12676.0,2843.09,11,2843.09,VIP
12677.0,395.1,2,395.1,Medium Value
12678.0,34281.18,21,34281.18,VIP
12679.0,1113.02,4,1113.02,High Value
12680.0,880.81,4,880.81,Medium Value
12681.0,30868.28,46,30868.28,VIP
12682.0,24033.91,52,24033.91,VIP
12683.0,12696.78,21,12696.78,VIP
12684.0,2283.63,7,2283.63,High Value
12685.0,2863.08,6,2863.08,VIP
12686.0,178.28,1,178.28,Low Value
12687.0,2138.91,2,2138.91,High Value
12688.0,4873.81,1,4873.81,VIP
12689.0,1247.6100000000001,2,1247.6100000000001,High Value
12690.0,389.01,1,389.01,Medium Value
12691.0,1170.4,7,1170.4,High Value
12692.0,110.95,1,110.95,Low Value
12693.0,1703.02,7,1703.02,High Value
12694.0,1843.35,3,1843.35,High Value
12695.0,1407.1200000000001,7,1407.1200000000001,High Value
12696.0,851.91,2,851.91,Medium Value
12697.0,957.59,3,957.59,High Value
12698.0,339.75,1,339.75,Low Value
12699.0,638.11,1,638.11,Medium Value
12700.0,4939.99,4,4939.99,VIP
12701.0,2446.41,6,2446.41,VIP
12702.0,219.0,1,219.0,Low Value
12703.0,1006.53,4,1006.53,High Value
12704.0,2340.84,8,2340.84,VIP
12705.0,11762.1,14,11762.1,VIP
12707.0,603.42,1,603.42,Medium Value
12708.0,5314.1,18,5314.1,VIP
12709.0,31093.34,34,31093.34,VIP
12710.0,1149.02,3,1149.02,High Value
12711.0,1339.05,2,1339.05,High Value
12712.0,7193.66,21,7193.66,VIP
12713.0,848.55,1,848.55,Medium Value
12714.0,14093.710000000001,12,14093.710000000001,VIP
12715.0,353.86,1,353.86,Medium Value
12716.0,1053.49,2,1053.49,High Value
12717.0,1308.91,3,1308.91,High Value
12718.0,238.25,1,238.25,Low Value
12719.0,644.95,2,644.95,Medium Value
12720.0,8260.67,30,8260.67,VIP
12721.0,4013.08,8,4013.08,VIP
12722.0,997.63,4,997.63,High Value
12723.0,725.07,5,725.07,Medium Value
12724.0,2317.52,7,2317.52,VIP
12725.0,2694.56,4,2694.56,VIP
12726.0,4014.6,11,4014.6,VIP
12727.0,5679.53,10,5679.53,VIP
12728.0,1070.17,5,1070.17,High Value
12729.0,453.01,1,453.01,Medium Value
12730.0,829.25,1,829.25,Medium Value
12731.0,25775.71,17,25775.71,VIP
12732.0,236.26000000000002,1,236.26000000000002,Low Value
12733.0,2424.87,4,2424.87,VIP
12734.0,639.65,3,639.65,Medium Value
12735.0,779.5699999999999,2,779.5699999999999,Medium Value
12736.0,234.0,1,234.0,Low Value
12737.0,3710.5,2,3710.5,VIP
12738.0,310.7,1,310.7,Low Value
12739.0,2726.73,4,2726.73,VIP
12740.0,427.6,1,427.6,Medium Value
12741.0,406.07,2,406.07,Medium Value
12742.0,1201.52,1,1201.52,High Value
12743.0,546.43,2,546.43,Medium Value
12744.0,25317.06,11,25317.06,VIP
12745.0,925.41,3,925.41,High Value
12746.0,254.55,1,254.55,Low Value
12747.0,9276.54,26,9276.54,VIP
12748.0,56599.39,336,56599.39,VIP
12749.0,6897.36,9,6897.36,VIP
12750.0,275.88,1,275.88,Low Value
12751.0,268.27,1,268.27,Low Value
12752.0,4366.78,1,4366.78,VIP
12753.0,21429.39,6,21429.39,VIP
12754.0,3010.74,3,3010.74,VIP
12755.0,9030.66,11,9030.66,VIP
12756.0,112.08,1,112.08,Low Value
12757.0,7857.1,13,7857.1,VIP
12758.0,9903.24,7,9903.24,VIP
12759.0,5020.74,8,5020.74,VIP
12760.0,347.8,1,347.8,Low Value
12761.0,782.95,2,782.95,Medium Value
12762.0,1898.52,2,1898.52,High Value
12763.0,814.16,2,814.16,Medium Value
12764.0,1693.88,1,1693.88,High Value
12765.0,1404.58,6,1404.58,High Value
12766.0,10068.28,9,10068.28,VIP
12767.0,949.82,1,949.82,High Value
12768.0,168.69,1,168.69,Low Value
12769.0,1143.6,1,1143.6,High Value
12770.0,3246.45,2,3246.45,VIP
12771.0,282.3,1,282.3,Low Value
12772.0,892.47,1,892.47,Medium Value
12773.0,124.25,1,124.25,Low Value
12774.0,98.7,1,98.7,Low Value
12775.0,1686.1200000000001,7,1686.1200000000001,High Value
12776.0,55.5,1,55.5,Low Value
12777.0,519.45,1,519.45,Medium Value
12778.0,1775.68,9,1775.68,High Value
12779.0,6722.2699999999995,14,6722.2699999999995,VIP
12780.0,337.4,1,337.4,Low Value
12781.0,826.74,2,826.74,Medium Value
12782.0,4618.24,11,4618.24,VIP
12783.0,2225.91,6,2225.91,High Value
12784.0,1804.75,3,1804.75,High Value
12785.0,1100.4,3,1100.4,High Value
12786.0,728.5000000000001,1,728.5000000000001,Medium Value
12787.0,862.1800000000001,4,862.1800000000001,Medium Value
12788.0,444.90000000000003,4,444.90000000000003,Medium Value
12789.0,273.35,3,273.35,Low Value
12790.0,591.85,2,591.85,Medium Value
12791.0,1056.1100000000001,6,1056.1100000000001,High Value
12792.0,827.01,2,827.01,Medium Value
12793.0,1017.33,3,1017.33,High Value
12794.0,860.41,2,860.41,Medium Value
12795.0,430.48,1,430.48,Medium Value
12796.0,381.0,1,381.0,Medium Value
12797.0,806.11,2,806.11,Medium Value
12798.0,8510.93,4,8510.93,VIP
12799.0,219.35,1,219.35,Low Value
12800.0,584.25,3,584.25,Medium Value
12801.0,1071.82,1,1071.82,High Value
12802.0,2416.42,7,2416.42,VIP
12803.0,1092.81,1,1092.81,High Value
12804.0,327.02,2,327.02,Low Value
12805.0,1434.95,4,1434.95,High Value
12806.0,2878.96,4,2878.96,VIP
12807.0,330.35,1,330.35,Low Value
12808.0,906.1,5,906.1,High Value
12809.0,1755.94,3,1755.94,High Value
12810.0,534.99,2,534.99,Medium Value
12811.0,1033.9,5,1033.9,High Value
12812.0,229.64000000000001,1,229.64000000000001,Low Value
12813.0,1687.8,3,1687.8,High Value
12814.0,125.92,1,125.92,Low Value
12815.0,1063.46,2,1063.46,High Value
12816.0,572.2,2,572.2,Medium Value
12817.0,690.98,3,690.98,Medium Value
12818.0,1542.08,1,1542.08,High Value
12819.0,540.52,1,540.52,Medium Value
12820.0,2689.52,11,2689.52,VIP
12821.0,220.8,2,220.8,Low Value
12822.0,948.88,2,948.88,High Value
12823.0,6501.5,18,6501.5,VIP
12824.0,397.12,1,397.12,Medium Value
12825.0,518.63,2,518.63,Medium Value
12826.0,2955.75,12,2955.75,VIP
12827.0,430.15,3,430.15,Medium Value
12828.0,1018.71,6,1018.71,High Value
12829.0,385.3,3,385.3,Medium Value
12830.0,6814.64,6,6814.64,VIP
12831.0,451.11,3,451.11,Medium Value
12832.0,383.03000000000003,2,383.03000000000003,Medium Value
12833.0,417.38,1,417.38,Medium Value
12834.0,312.38,1,312.38,Low Value
12835.0,6043.31,41,6043.31,VIP
12836.0,6585.62,15,6585.62,VIP
12837.0,688.41,2,688.41,Medium Value
12838.0,3398.48,10,3398.48,VIP
12839.0,10071.73,26,10071.73,VIP
12840.0,4041.9700000000003,7,4041.9700000000003,VIP
12841.0,7540.68,40,7540.68,VIP
12842.0,1917.99,4,1917.99,High Value
12843.0,6588.41,30,6588.41,VIP
12844.0,648.6,4,648.6,Medium Value
12845.0,354.09000000000003,4,354.09000000000003,Medium Value
12846.0,15.58,1,15.58,Low Value
12847.0,1636.8999999999999,2,1636.8999999999999,High Value
12848.0,208.0,1,208.0,Low Value
12849.0,3090.56,6,3090.56,VIP
12850.0,330.0,1,330.0,Low Value
12851.0,284.13,2,284.13,Low Value
12852.0,311.55,1,311.55,Low Value
12853.0,3907.5,11,3907.5,VIP
12854.0,2994.02,7,2994.02,VIP
12855.0,650.94,4,650.94,Medium Value
12856.0,2179.93,6,2179.93,High Value
12857.0,3688.0,6,3688.0,VIP
12858.0,177.92,1,177.92,Low Value
12859.0,575.1,1,575.1,Medium Value
12860.0,55.47,1,55.47,Low Value
12861.0,68.25,1,68.25,Low Value
12862.0,1008.32,2,1008.32,High Value
12863.0,2792.55,6,2792.55,VIP
12864.0,299.57,2,299.57,Low Value
12865.0,3323.4700000000003,4,3323.4700000000003,VIP
12866.0,1227.35,3,1227.35,High Value
12867.0,7913.29,13,7913.29,VIP
12868.0,2247.06,8,2247.06,High Value
12869.0,337.66999999999996,1,337.66999999999996,Low Value
12870.0,1676.95,3,1676.95,High Value
12871.0,744.02,3,744.02,Medium Value
12872.0,3685.4900000000002,12,3685.4900000000002,VIP
12873.0,2027.3,3,2027.3,High Value
12874.0,948.42,2,948.42,High Value
12875.0,1356.9900000000002,5,1356.9900000000002,High Value
12876.0,4081.79,4,4081.79,VIP
12877.0,2955.17,20,2955.17,VIP
12878.0,854.99,2,854.99,Medium Value
12879.0,573.22,3,573.22,Medium Value
12880.0,640.13,2,640.13,Medium Value
12881.0,298.0,1,298.0,Low Value
12882.0,1463.04,2,1463.04,High Value
12883.0,703.47,4,703.47,Medium Value
12884.0,309.05,1,309.05,Low Value
12885.0,1175.22,3,1175.22,High Value
12886.0,1378.4,2,1378.4,High Value
12887.0,222.4,1,222.4,Low Value
12888.0,354.12,2,354.12,Medium Value
12889.0,385.46000000000004,4,385.46000000000004,Medium Value
12890.0,717.27,2,717.27,Medium Value
12891.0,840.5,11,840.5,Medium Value
12892.0,263.38,1,263.38,Low Value
12893.0,188.14,1,188.14,Low Value
12894.0,157.35,1,157.35,Low Value
12895.0,372.8,2,372.8,Medium Value
12897.0,514.25,4,514.25,Medium Value
12898.0,310.96,2,310.96,Low Value
12899.0,366.4,1,366.4,Medium Value
12900.0,340.33000000000004,1,340.33000000000004,Low Value
12901.0,17654.54,28,17654.54,VIP
12902.0,138.68,1,138.68,Low Value
12903.0,833.5300000000001,1,833.5300000000001,Medium Value
12904.0,509.58,2,509.58,Medium Value
12905.0,1018.42,2,1018.42,High Value
12906.0,2919.81,5,2919.81,VIP
12907.0,508.91,2,508.91,Medium Value
12908.0,1776.0,5,1776.0,High Value
12909.0,3103.19,8,3103.19,VIP
12910.0,5796.52,13,5796.52,VIP
12911.0,1680.47,1,1680.47,High Value
12912.0,1662.3,5,1662.3,High Value
12913.0,6700.86,13,6700.86,VIP
12914.0,223.98,1,223.98,Low Value
12915.0,1174.75,4,1174.75,High Value
12916.0,4654.02,7,4654.02,VIP
12917.0,4359.2,6,4359.2,VIP
12918.0,10953.5,1,10953.5,VIP
12919.0,1335.19,6,1335.19,High Value
12920.0,488.09000000000003,4,488.09000000000003,Medium Value
12921.0,35921.04,74,35921.04,VIP
12922.0,405.38,1,405.38,Medium Value
12923.0,789.87,3,789.87,Medium Value
12924.0,2469.4,12,2469.4,VIP
12925.0,729.33,3,729.33,Medium Value
12926.0,1548.46,4,1548.46,High Value
12927.0,197.31,1,197.31,Low Value
12928.0,4304.89,12,4304.89,VIP
12929.0,117.85,1,117.85,Low Value
12930.0,415.8,2,415.8,Medium Value
12931.0,92347.34,57,92347.34,VIP
12932.0,1698.56,8,1698.56,High Value
12933.0,1687.03,8,1687.03,High Value
12934.0,181.65,1,181.65,Low Value
12935.0,4243.86,15,4243.86,VIP
12936.0,1063.9,4,1063.9,High Value
12937.0,3097.61,9,3097.61,VIP
12938.0,114.14,1,114.14,Low Value
12939.0,25264.8,20,25264.8,VIP
12940.0,913.54,2,913.54,High Value
12941.0,377.49,1,377.49,Medium Value
12942.0,942.65,3,942.65,High Value
12943.0,496.5,2,496.5,Medium Value
12944.0,604.51,2,604.51,Medium Value
12945.0,900.11,2,900.11,High Value
12946.0,324.45,1,324.45,Low Value
12947.0,1908.03,6,1908.03,High Value
12948.0,2317.43,9,2317.43,VIP
12949.0,15526.7,22,15526.7,VIP
12950.0,1843.0,3,1843.0,High Value
12951.0,3213.7200000000003,15,3213.7200000000003,VIP
12952.0,1387.79,4,1387.79,High Value
12953.0,828.8100000000001,2,828.8100000000001,Medium Value
12954.0,162.45,1,162.45,Low Value
12955.0,4757.16,11,4757.16,VIP
12956.0,521.89,4,521.89,Medium Value
12957.0,8706.97,13,8706.97,VIP
12958.0,539.49,2,539.49,Medium Value
12959.0,150.95,1,150.95,Low Value
12960.0,1322.0700000000002,4,1322.0700000000002,High Value
12961.0,211.99,1,211.99,Low Value
12962.0,266.39,2,266.39,Low Value
12963.0,3601.59,12,3601.59,VIP
12964.0,132.24,1,132.24,Low Value
12965.0,771.91,1,771.91,Medium Value
12966.0,160.18,1,160.18,Low Value
12967.0,4306.92,3,4306.92,VIP
12968.0,135.95,1,135.95,Low Value
12969.0,122.45,1,122.45,Low Value
12970.0,1524.97,10,1524.97,High Value
12971.0,15972.79,116,15972.79,VIP
12972.0,1161.2,4,1161.2,High Value
12973.0,385.55,1,385.55,Medium Value
12974.0,408.95,2,408.95,Medium Value
12975.0,2100.09,6,2100.09,High Value
12976.0,3156.38,8,3156.38,VIP
12977.0,517.63,4,517.63,Medium Value
12978.0,2502.82,5,2502.82,VIP
12979.0,517.7,1,517.7,Medium Value
12980.0,16245.78,21,16245.78,VIP
12981.0,372.21999999999997,2,372.21999999999997,Medium Value
12982.0,2744.81,8,2744.81,VIP
12983.0,490.08,1,490.08,Medium Value
12984.0,97.5,1,97.5,Low Value
12985.0,1239.38,2,1239.38,High Value
12986.0,2729.84,10,2729.84,VIP
12987.0,1312.21,5,1312.21,High Value
12988.0,535.32,1,535.32,Medium Value
12989.0,13551.75,33,13551.75,VIP
12990.0,955.5,7,955.5,High Value
12991.0,764.82,3,764.82,Medium Value
12992.0,93.35,1,93.35,Low Value
12993.0,1259.63,8,1259.63,High Value
12994.0,974.42,3,974.42,High Value
